,clust1,Tenure_in_Months,Avg_Monthly_Long_Distance_Charges,Avg_Monthly_GB_Download,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue
77,2,0.2112676056338028,0.7755102040816326,0.18823529411764706,0.78,0.1743595661204708,0.0,0.0,0.1739618406285073,0.17795617996320454
78,1,0.6338028169014085,0.12244897959183673,0.35294117647058826,0.77,0.5084237249019156,0.0,0.0,0.07884399551066218,0.39178792440207394
79,1,0.9436619718309859,0.4897959183673469,0.2823529411764706,0.71,0.7049388414493423,0.0,0.0,0.4601571268237935,0.6478508111724368
80,2,0.08450704225352113,0.2653061224489796,0.3176470588235294,0.71,0.07592891760904685,0.0,0.0,0.02665544332210999,0.06280314433851815
81,2,0.19718309859154928,0.9183673469387755,0.25882352941176473,0.67,0.15312716362797138,0.0,0.0,0.19023569023569023,0.16750292691085467
82,2,0.2112676056338028,0.3877551020408163,0.25882352941176473,0.68,0.1457419801523194,0.0,0.0,0.08585858585858586,0.13095835423983943
83,2,0.0,0.5918367346938775,0.21176470588235294,0.51,0.005885068082160166,0.0,0.0,0.00813692480359147,0.006439203880247533
84,2,0.0,0.0,0.058823529411764705,0.07,0.0008077544426494346,0.0,0.0,0.0,0.0003345040976751965
85,2,0.16901408450704225,0.3877551020408163,0.2823529411764706,0.77,0.14678052157858296,0.0,0.0,0.06930415263748597,0.1267770530188995
86,2,0.0,0.40816326530612246,0.2823529411764706,0.61,0.007039003000230787,0.0,0.0,0.005611672278338945,0.006522829904666332
87,1,0.4647887323943662,0.04081632653061224,0.047058823529411764,0.76,0.3691437802907916,0.0,0.0,0.027216610549943884,0.2754641244355243
88,2,0.04225352112676056,0.24489795918367346,0.11764705882352941,0.81,0.04892684052619432,0.0,0.0,0.014029180695847363,0.03947148352567319
89,2,0.014084507042253521,0.3877551020408163,0.21176470588235294,0.75,0.017539810754673438,0.0,0.0,0.010662177328843996,0.015721692590734238
90,2,0.11267605633802817,0.6122448979591837,0.21176470588235294,0.66,0.08239095315024232,0.0,0.0,0.07772166105499438,0.08262251212577354
91,2,0.056338028169014086,0.8571428571428571,0.10588235294117647,0.57,0.03819524578813755,0.0,0.0,0.05920314253647587,0.04515805318615153
92,2,0.29577464788732394,0.8163265306122449,0.09411764705882353,0.78,0.23817216708977615,0.0,0.6666666666666666,0.24775533108866443,0.2546412443552434
93,2,0.2535211267605634,0.7959183673469388,0.10588235294117647,0.7,0.20274636510500807,0.0,0.0,0.21296296296296297,0.21023582538886101
94,2,0.19718309859154928,0.9387755102040817,0.2235294117647059,0.57,0.13016385875836603,0.0,0.0,0.19500561167227834,0.1522829904666332
95,2,0.0,0.22448979591836735,0.23529411764705882,0.56,0.006462035541195477,0.0,0.0,0.0030864197530864196,0.005435691587221943
96,2,0.0,0.0,0.3058823529411765,0.07,0.0008077544426494346,0.0,0.13333333333333333,0.0,0.002007024586051179
97,2,0.1267605633802817,0.8367346938775511,0.16470588235294117,0.77,0.10154627279021464,0.0,0.0,0.11588103254769921,0.10796119752466968
98,2,0.028169014084507043,0.6122448979591837,0.07058823529411765,0.27,0.012577890606969767,0.0,0.06666666666666667,0.025252525252525252,0.01722696103027262
99,2,0.15492957746478872,0.12244897959183673,0.2235294117647059,0.62,0.10754673436418186,0.0,0.0,0.023288439955106623,0.08462953671182472
100,2,0.014084507042253521,0.12244897959183673,0.12941176470588237,0.56,0.016962843295638127,0.0,0.0,0.003647586980920314,0.013129285833751463
101,2,0.0,1.0,0.23529411764705882,0.7,0.008077544426494346,0.0,0.06666666666666667,0.013748597081930415,0.01062050510118749
102,2,0.16901408450704225,0.02040816326530612,0.058823529411764705,0.71,0.13281790906992846,0.0,0.0,0.005331088664421998,0.09759157049673858
103,2,0.30985915492957744,0.6326530612244898,0.27058823529411763,0.76,0.26252019386106623,0.0,0.0,0.20089786756453423,0.2499581869877906
104,2,0.22535211267605634,0.7346938775510204,0.07058823529411765,0.67,0.1667435956612047,0.0,0.0,0.17536475869809204,0.1729386184980766
105,2,0.22535211267605634,0.8163265306122449,0.023529411764705882,0.27,0.08677590583891069,0.0,0.0,0.19500561167227834,0.12083960528516474
106,1,0.5774647887323944,0.1836734693877551,0.2,0.66,0.4065312716362797,0.0,0.0,0.1122334455667789,0.3278140157216926
107,2,0.0,0.8571428571428571,0.18823529411764706,0.61,0.007039003000230787,0.0,0.0,0.011784511784511785,0.008362602441879913
108,2,0.0,0.7959183673469388,0.1411764705882353,0.32,0.0036925917378259868,0.0,0.0,0.010942760942760943,0.005686569660478341
109,2,0.0,0.6938775510204082,0.17647058823529413,0.51,0.005885068082160166,0.0,0.0,0.009539842873176206,0.006940960026760328
110,1,0.5633802816901409,0.5510204081632653,0.27058823529411763,0.95,0.539003000230787,0.0,0.0,0.3212682379349046,0.4862017059708981
111,0,0.16901408450704225,0.5306122448979592,0.047058823529411764,0.72,0.13651050080775445,0.5918367346938775,0.9333333333333333,0.09511784511784512,0.13622679377822378
112,2,0.43661971830985913,0.10204081632653061,0.27058823529411763,0.67,0.3027925225017309,1.0,0.0,0.053591470258136924,0.231058705469142
113,2,0.43661971830985913,1.0,0.11764705882352941,0.67,0.30498499884606506,0.0,0.0,0.4452861952861953,0.35348720521826393
114,2,0.7887323943661971,0.0,0.03529411764705882,0.26,0.29471497807523656,0.24489795918367346,0.0,0.0,0.212326475999331
115,2,0.0,0.30612244897959184,0.16470588235294117,0.27,0.0031156242787906763,0.0,0.0,0.004208754208754209,0.003261414952333166
116,2,0.0,0.0,0.3058823529411765,0.25,0.002884837295176552,0.0,0.0,0.0,0.0018397725372135808
117,2,0.5211267605633803,0.5306122448979592,0.3176470588235294,0.39,0.25755827371336254,0.0,0.0,0.2780583613916947,0.269359424652952
118,1,0.4788732394366197,0.30612244897959184,0.25882352941176473,0.82,0.4194553427186707,0.0,0.0,0.15684624017957352,0.35047666833918717
119,2,0.0,0.30612244897959184,0.16470588235294117,0.27,0.0031156242787906763,0.0,0.0,0.004208754208754209,0.003261414952333166
120,2,0.4084507042253521,0.08163265306122448,0.3411764705882353,0.32,0.17412877913685668,0.0,0.0,0.03900112233445567,0.13764843619334338
121,2,0.056338028169014086,0.24489795918367346,0.23529411764705882,0.6,0.04154165705054235,0.0,0.0,0.01711560044893378,0.034955678207058034
122,2,0.0,0.6122448979591837,0.07058823529411765,0.75,0.008654511885529657,0.0,0.0,0.008417508417508417,0.008529854490717512
123,1,0.8028169014084507,1.0,0.2235294117647059,0.9,0.7234018001384722,0.0,0.0,0.8035914702581369,0.763505602943636
124,2,0.2112676056338028,0.3469387755102041,0.08235294117647059,0.66,0.1537041310870067,0.0,0.0,0.07856341189674523,0.13455427328984781
125,2,0.0,0.4489795918367347,0.3176470588235294,0.51,0.005885068082160166,0.0,0.06666666666666667,0.006172839506172839,0.006773707977922729
126,2,0.056338028169014086,0.9591836734693877,0.12941176470588237,0.63,0.04073390260789291,0.8163265306122449,0.06666666666666667,0.06621773288439955,0.04649606957685232
127,2,0.28169014084507044,0.8571428571428571,0.08235294117647059,0.78,0.2321717055158089,0.20408163265306123,0.0,0.24887766554433222,0.2413447064726543
128,1,0.5915492957746479,0.6326530612244898,0.11764705882352941,0.9,0.5287329794599585,0.0,0.0,0.3838383838383838,0.49740759324301725
129,2,0.43661971830985913,0.673469387755102,0.07058823529411765,0.75,0.33614124163397185,0.3469387755102041,0.0,0.30274971941638606,0.33207894296705137
130,2,0.0,0.3673469387755102,0.15294117647058825,0.52,0.006000461573967228,0.0,0.0,0.005050505050505051,0.005602943636059542
131,2,0.39436619718309857,0.5102040816326531,0.32941176470588235,0.8,0.34456496653588736,0.7551020408163265,0.26666666666666666,0.20959595959595959,0.31217594915537716
132,2,0.16901408450704225,0.6326530612244898,0.07058823529411765,0.77,0.14020309254558042,0.9795918367346939,0.0,0.11560044893378227,0.13179461448402743
133,2,0.08450704225352113,0.16326530612244897,0.2,0.56,0.0587352873297946,0.6530612244897959,0.0,0.01739618406285073,0.044823549088476335
134,2,0.014084507042253521,0.42857142857142855,0.32941176470588235,0.7,0.018578352180936994,0.0,0.0,0.012065095398428732,0.016808830908178626
135,2,0.0,0.8775510204081632,0.023529411764705882,0.73,0.008423724901915532,0.0,0.0,0.012065095398428732,0.009449740759324301
136,2,0.08450704225352113,0.32653061224489793,0.25882352941176473,0.52,0.051811677821370875,0.40816326530612246,0.0,0.031425364758698095,0.044990801137313935
137,1,0.7887323943661971,1.0,0.24705882352941178,0.77,0.6241633971843988,0.24489795918367346,0.0,0.797979797979798,0.6889111891620673
138,2,0.0,0.3469387755102041,0.27058823529411763,0.82,0.00946226632817909,0.0,0.0,0.004769921436588103,0.008111724368623516
139,2,0.22535211267605634,0.02040816326530612,0.09411764705882353,0.58,0.14020309254558042,0.0,0.0,0.004769921436588103,0.10286001003512293
140,2,0.028169014084507043,0.3673469387755102,0.23529411764705882,0.68,0.02330948534502654,0.0,0.0,0.015432098765432098,0.02132463622679378
141,1,0.9154929577464789,0.5714285714285714,0.29411764705882354,0.81,0.7851373182552503,0.0,0.0,0.5342312008978676,0.7279645425656465
142,1,0.9577464788732394,0.9795918367346939,0.047058823529411764,0.9,0.8423724901915532,0.0,0.0,0.9461279461279462,0.8922060545241679
143,2,0.19718309859154928,0.8979591836734694,0.03529411764705882,0.65,0.143087929840757,0.0,0.7333333333333333,0.18546576879910212,0.16800468305736746
144,1,0.7746478873239436,0.6938775510204082,0.047058823529411764,0.86,0.633741057004385,0.0,0.0,0.5432098765432098,0.6210068573340023
145,2,0.28169014084507044,0.42857142857142855,0.10588235294117647,0.76,0.22559427648280636,0.0,0.0,0.12457912457912458,0.2003679545074427
146,2,0.0,0.9591836734693877,0.09411764705882353,0.52,0.006000461573967228,0.0,0.0,0.013187429854096521,0.008111724368623516
147,2,0.43661971830985913,0.14285714285714285,0.03529411764705882,0.88,0.40410800830833143,0.0,0.0,0.07098765432098765,0.3138484696437531
148,1,0.5492957746478874,1.0,0.23529411764705882,0.76,0.41795522732517887,0.0,0.0,0.5555555555555556,0.46822211072085634
149,2,0.014084507042253521,0.0,0.07058823529411765,0.06,0.0033464112624048002,0.0,0.0,0.0,0.0021742766348887776
150,2,0.08450704225352113,0.7959183673469388,0.15294117647058825,0.66,0.060927763674128776,0.0,0.0,0.07744107744107744,0.0670680715838769
151,2,0.4225352112676056,0.7959183673469388,0.047058823529411764,0.81,0.36556658204477266,0.0,0.0,0.34231200897867564,0.3667001170764342
152,2,0.18309859154929578,0.5918367346938775,0.08235294117647059,0.86,0.17459035310408494,0.0,0.0,0.1175645342312009,0.16131460110386353
153,2,0.19718309859154928,0.46938775510204084,0.10588235294117647,0.56,0.1286637433648742,0.8775510204081632,0.0,0.09876543209876543,0.11891620672353237
154,1,0.8169014084507042,0.20408163265306123,0.17647058823529413,0.75,0.641126240480037,0.16326530612244897,0.0,0.17845117845117844,0.5168924569325974
155,1,0.6338028169014085,1.0,0.2,0.82,0.5219247634433418,0.9387755102040817,0.0,0.6338383838383839,0.5629703963873558
156,2,0.3380281690140845,0.7346938775510204,0.07058823529411765,0.71,0.2502884837295177,0.46938775510204084,0.0,0.255050505050505,0.25522662652617495
157,2,0.2112676056338028,0.6530612244897959,0.16470588235294117,0.78,0.18036002769443804,0.9591836734693877,0.0,0.14393939393939395,0.16942632547248704
158,2,0.0,0.8367346938775511,0.17647058823529413,0.51,0.005885068082160166,0.0,0.5333333333333333,0.011503928170594837,0.014132798126777053
159,1,0.49295774647887325,0.4897959183673469,0.058823529411764705,0.67,0.3593353334871913,0.0,0.0,0.24775533108866443,0.33408596755310255
160,2,0.6197183098591549,0.20408163265306123,0.2,0.44,0.31998615278098314,0.0,0.0,0.13468013468013468,0.2717845793610972
161,2,0.3380281690140845,0.9387755102040817,0.25882352941176473,0.87,0.3042926378952227,0.0,0.0,0.32491582491582494,0.3171098845960863
162,1,0.5352112676056338,0.8367346938775511,0.27058823529411763,0.77,0.43168705285021924,0.0,1.0,0.45875420875420875,0.4618665328650276
163,2,0.4225352112676056,0.9591836734693877,0.24705882352941178,0.8,0.3338333717978306,0.0,0.0,0.4169472502805836,0.365947482856665
164,2,0.028169014084507043,0.6122448979591837,0.32941176470588235,0.58,0.024578813754904224,0.0,0.0,0.025252525252525252,0.025171433350058538
165,2,0.0,0.673469387755102,0.058823529411764705,0.51,0.005885068082160166,0.0,0.0,0.009259259259259259,0.0068573340023415285
166,2,0.4507042253521127,0.3469387755102041,0.29411764705882354,0.92,0.4196861297022848,0.0,0.4666666666666667,0.15937149270482603,0.3573340023415287
167,2,0.08450704225352113,0.8571428571428571,0.023529411764705882,0.81,0.07465958919916917,0.0,0.0,0.08417508417508418,0.07894296705134637
168,2,0.2535211267605634,0.32653061224489793,0.17647058823529413,0.61,0.1676667435956612,0.0,0.0,0.08922558922558922,0.14793443719685567
169,2,0.09859154929577464,0.5306122448979592,0.023529411764705882,0.62,0.06519732287099007,0.0,0.0,0.06032547699214366,0.06506104699782572
170,2,0.16901408450704225,0.14285714285714285,0.32941176470588235,0.82,0.1488576044311101,0.0,0.0,0.026094276094276093,0.1154039136979428
171,2,0.1267605633802817,0.14285714285714285,0.21176470588235294,0.61,0.08942995615047311,0.0,0.0,0.021043771043771045,0.07083124268272287
172,2,0.056338028169014086,0.9183673469387755,0.07058823529411765,0.71,0.052965612739441496,0.0,0.0,0.06397306397306397,0.0572838267268774
173,2,0.0,0.7755102040816326,0.27058823529411763,0.68,0.007846757442880221,0.0,0.0,0.010662177328843996,0.00861348051513631
174,2,0.1267605633802817,0.0,0.047058823529411764,0.16,0.03588737595199631,0.0,0.0,0.0,0.025756815520990132
175,2,0.7323943661971831,0.42857142857142855,0.07058823529411765,0.42,0.37052850219247635,0.0,0.6666666666666666,0.3221099887766554,0.3727211908345877
176,2,0.2112676056338028,0.5306122448979592,0.09411764705882353,0.56,0.13385645049619202,0.0,0.0,0.117003367003367,0.13171098845960863
177,2,0.11267605633802817,0.3469387755102041,0.3176470588235294,0.56,0.0696976690514655,0.673469387755102,0.0,0.044332210998877665,0.06071249372804817
178,1,0.43661971830985913,0.8775510204081632,0.25882352941176473,0.86,0.3846065081929379,0.673469387755102,0.0,0.39057239057239057,0.3921224284997491
179,2,0.0,0.3469387755102041,0.3411764705882353,0.56,0.006462035541195477,0.0,0.2,0.004769921436588103,0.008362602441879913
180,2,0.09859154929577464,0.2857142857142857,0.23529411764705882,0.51,0.06254327255942765,0.0,0.0,0.03338945005611672,0.05502592406756983
181,2,0.15492957746478872,0.6122448979591837,0.3176470588235294,0.8,0.12024001846295869,1.0,0.0,0.10297418630751964,0.11348051513631043
182,2,0.04225352112676056,0.3673469387755102,0.23529411764705882,0.81,0.03796445880452343,0.5102040816326531,0.0,0.021043771043771045,0.031443385181468476
183,1,0.971830985915493,0.3469387755102041,0.23529411764705882,0.84,0.8173321024694207,0.30612244897959184,0.0,0.3425925925925926,0.6929252383341696
184,2,0.0,0.5714285714285714,0.058823529411764705,0.53,0.00611585506577429,0.0,0.0,0.007856341189674524,0.006522829904666332
185,2,0.647887323943662,0.5306122448979592,0.3058823529411765,0.52,0.3797599815370413,0.5306122448979592,0.0,0.3552188552188552,0.3785750125439037
186,2,0.0,0.7551020408163265,0.09411764705882353,0.51,0.005885068082160166,0.0,0.0,0.010381593714927048,0.007108212075597926
187,2,0.15492957746478872,0.5714285714285714,0.08235294117647059,0.65,0.11666282021693976,0.8979591836734694,0.5333333333333333,0.09624017957351291,0.1159892958688744
188,2,0.7323943661971831,0.0,0.29411764705882354,0.36,0.32725594276482806,0.40816326530612246,0.0,0.0,0.23524000669008197
189,1,0.5633802816901409,0.4489795918367347,0.17647058823529413,0.81,0.48938379875375027,0.16326530612244897,0.0,0.25925925925925924,0.43100852985449073
190,2,0.056338028169014086,0.04081632653061224,0.2,0.52,0.03611816293561043,0.24489795918367346,0.0,0.0030864197530864196,0.025840441545408932
191,1,0.9577464788732394,0.32653061224489793,0.047058823529411764,0.71,0.7067851373182552,0.12244897959183673,0.7333333333333333,0.3162177328843995,0.6148185315270112
192,2,0.18309859154929578,0.32653061224489793,0.12941176470588237,0.56,0.1174705746595892,0.7959183673469388,0.0,0.06397306397306397,0.10068573340023415
193,0,0.43661971830985913,0.673469387755102,0.10588235294117647,0.56,0.2605585045003462,0.8979591836734694,0.0,0.29826038159371493,0.27379160394714835
194,1,0.6901408450704225,0.08163265306122448,0.2823529411764706,0.53,0.3953381029309947,0.0,0.0,0.06425364758698092,0.3054858672018732
195,2,0.014084507042253521,0.0,0.15294117647058825,0.12,0.006923609508423725,0.0,0.0,0.0,0.004766683391871551
196,2,0.30985915492957744,0.3469387755102041,0.3411764705882353,0.88,0.28444495730440805,0.0,0.0,0.11363636363636363,0.2397558120086971
197,2,0.014084507042253521,0.10204081632653061,0.29411764705882354,0.67,0.01950150011539349,0.0,0.0,0.0028058361391694723,0.014801806322127445
198,2,0.4084507042253521,0.12244897959183673,0.047058823529411764,0.61,0.2708285252711747,0.0,0.0,0.05218855218855219,0.2116574678039806
