,clust,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
20,0,0.0,1.0,0.0,0.0,0.2231109088495743,0.26744186046511625,0.008112405490476036,0.03773584905660377,0.8312032794791415
21,2,0.1815572299964119,0.0,0.0,0.0,0.05043897074160457,0.18604651162790697,0.05840931953142746,0.16981132075471697,0.8312032794791415
22,2,0.0,0.0,0.0,0.0,0.013083793162295921,0.12790697674418605,0.1119511957685693,0.20754716981132076,0.8297564504461056
23,2,0.0,0.0,0.0,0.0,0.009606158863795816,0.12790697674418605,0.004867443294285622,0.018867924528301886,0.8297564504461056
24,2,0.044851094366702544,0.0,0.0,0.0,0.015264425356011907,0.2441860465116279,0.0227147353733329,0.07547169811320754,0.9561128526645768
25,2,0.0,0.0,0.0,0.0,0.005214555245842577,0.046511627906976744,0.0,0.0,0.9551482999758861
26,2,0.0,0.0,0.0,0.0,0.004653279481199158,0.023255813953488372,0.039815686147256384,0.03773584905660377,0.9543043163732818
27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9539426091150229
28,2,0.0,0.5,0.0,0.0,0.12807706164552402,0.23255813953488372,0.0032449621961904143,0.018867924528301886,0.9530986255124186
29,2,0.0,0.0,0.0,0.0,0.017653639759561596,0.09302325581395349,0.016224810980952072,0.018867924528301886,0.951772365565469
30,2,0.0,0.5,0.0,0.0,0.07887062214384588,0.1511627906976744,0.0,0.0,0.9505666747046058
31,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9497226911020015
32,0,0.0,0.75,0.0,0.0,0.15944782600451296,0.26744186046511625,0.0,0.0,0.9488787074993972
33,2,0.0,0.0,0.0,0.0,0.0003792403815158238,0.011627906976744186,0.0,0.0,0.9483964311550519
34,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9480347238967929
35,0,0.0,0.75,0.0,0.0,0.19178944574018242,0.26744186046511625,0.08112405490476036,0.09433962264150944,0.9480347238967929
36,2,0.0,0.0,0.0,0.0,0.0024650624798528546,0.046511627906976744,0.01784729207904728,0.05660377358490566,0.9475524475524476
37,2,0.0,0.0,0.0,0.0,0.0013273413353053834,0.023255813953488372,0.01135736768666645,0.03773584905660377,0.9475524475524476
38,2,0.0,0.5,0.0,0.0,0.10572463355898136,0.19767441860465115,0.0,0.0,0.9467084639498433
39,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.945864480347239
40,2,0.0,0.0,0.0,0.0,0.006636706676526917,0.046511627906976744,0.016224810980952072,0.018867924528301886,0.9462261876054979
41,0,0.0,0.75,0.0,0.0,0.14446783093463791,0.3023255813953488,0.0,0.0,0.9450204967446347
42,2,0.0,0.0,0.0,0.0,0.03792403815158238,0.3023255813953488,0.10546127137618846,0.16981132075471697,0.943694236797685
43,2,0.0,0.5,0.0,0.0,0.056916396457894834,0.16279069767441862,0.0,0.0,0.9424885459368219
44,2,0.0,0.5,0.0,0.0,0.0701329237537213,0.20930232558139536,0.0,0.0,0.9411622859898722
45,2,0.08674201650520273,0.0,0.0,0.0,0.08950073003773441,0.16279069767441862,0.06489924392380829,0.07547169811320754,0.8297564504461056
46,2,0.0,0.25,0.0,0.0,0.04252801638318448,0.06976744186046512,0.0,0.0,0.8297564504461056
47,2,0.0,0.0,0.0,0.0,0.022375182509433603,0.06976744186046512,0.009734886588571244,0.03773584905660377,0.829153605015674
48,2,0.0,0.5,0.0,0.0,0.13151297950205737,0.27906976744186046,0.016224810980952072,0.018867924528301886,0.8286713286713286
49,2,0.0,0.0,0.0,0.0,0.004361264387431974,0.046511627906976744,0.03731706525618977,0.07547169811320754,0.8278273450687244
50,2,0.0,0.0,0.0,0.0,0.02415002749492766,0.05813953488372093,0.20663919265340558,0.09433962264150944,0.8249336870026526
51,2,0.0,0.0,0.0,0.0,0.001403189411608548,0.011627906976744186,0.0,0.0,0.8278273450687244
52,0,0.0,0.75,0.0,0.0,0.16905398486830878,0.4418604651162791,0.0,0.0,0.8278273450687244
53,2,0.0,0.0,0.0,0.0,0.018848246961336444,0.09302325581395349,0.021092254275237695,0.03773584905660377,0.8303592958765372
54,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8269833614661201
55,2,0.0,0.0,0.0,0.0,0.006162656199632137,0.06976744186046512,0.0,0.0,0.8263805160356884
56,0,0.0,0.75,0.0,0.0,0.13022735460871873,0.16279069767441862,0.0,0.0,0.8279479141548107
57,2,0.0,0.0,0.0,0.0,0.011756451826990538,0.05813953488372093,0.019469773177142487,0.05660377358490566,0.8274656378104654
58,2,0.0,0.5,0.0,0.0,0.1290327474069439,0.09302325581395349,0.0,0.0,0.8240897034000483
59,2,0.0,0.5,0.0,0.0,0.08793825966588922,0.26744186046511625,0.07138916831618912,0.1320754716981132,0.8274656378104654
60,2,0.0,0.5,0.0,0.0,0.05911599067068662,0.16279069767441862,0.0,0.0,0.8269833614661201
61,2,0.0,0.0,0.0,0.0,0.06675009955060014,0.12790697674418605,0.0,0.0,0.8272244996382927
62,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8273450687243791
63,2,0.0,0.0,0.0,0.0,0.10648690672582817,0.09302325581395349,0.0,0.0,0.8238485652278755
64,2,0.0,0.0,0.0,0.0,0.003394201414566623,0.023255813953488372,0.0,0.0,0.8236074270557029
65,0,0.0,0.5,0.0,0.0,0.12805809962644824,0.5232558139534884,0.18009540188856799,0.5471698113207547,0.8227634434530986
66,2,0.0,0.0,0.0,0.0,0.006636706676526917,0.08139534883720931,0.0,0.0,0.8227634434530986
67,0,0.0,0.75,0.0,0.0,0.13382255342548874,0.20930232558139536,0.0,0.0,0.8240897034000483
68,2,0.0,0.5,0.0,0.0,0.09119593454311015,0.13953488372093023,0.0,0.0,0.8227634434530986
69,2,0.0,0.5,0.0,0.0,0.04786392855111212,0.18604651162790697,0.0,0.0,0.9360983843742464
70,2,0.45129171151776104,0.25,0.0,0.0,0.05853954529078256,0.18604651162790697,0.03731706525618977,0.07547169811320754,0.9360983843742464
71,0,0.0,0.75,0.0,0.0,0.1508883705937008,0.1511627906976744,0.0,0.0,0.9386303351820593
72,2,0.0,0.5,0.0,0.0,0.047405047689477973,0.1511627906976744,0.0016224810980952071,0.018867924528301886,0.9403183023872679
73,2,0.0,0.0,0.0,0.0,0.002393006807364848,0.046511627906976744,0.020475711457961513,0.07547169811320754,0.9386303351820593
74,2,0.0,0.5,0.0,0.0,0.09597815575402469,0.19767441860465115,0.0,0.0,0.9352544007716421
75,2,0.0,0.5,0.0,0.0,0.059828962587936366,0.2558139534883721,0.0,0.0,0.9344104171690378
76,2,0.0,0.0,0.0,0.0,0.02858334755484764,0.18604651162790697,0.0,0.0,0.9340487099107789
77,0,0.0,0.75,0.0,0.0,0.12470561465384834,0.22093023255813954,0.0,0.0,0.9367012298046781
78,0,0.0,0.75,0.0,0.0,0.1442516639171739,0.20930232558139536,0.0,0.0,0.9403183023872679
79,0,0.0,1.0,0.0,0.0,0.29196958492140246,0.18604651162790697,0.018041989810818705,0.018867924528301886,0.9367012298046781
80,2,0.0,0.0,0.0,0.0,0.12395471869844701,0.05813953488372093,0.0,0.0,0.9321196045333976
81,2,0.0,0.0,0.0,0.0,0.0045508845781898856,0.03488372093023256,0.038939546354284975,0.05660377358490566,0.8240897034000483
82,2,0.0,0.0,0.0,0.0,0.0018886170999488025,0.10465116279069768,0.0,0.0,0.8221605980226669
83,2,0.0,0.0,0.0,0.0,0.006162656199632137,0.06976744186046512,0.0,0.0,0.8236074270557029
84,2,0.0,0.0,0.0,0.0,0.006636706676526917,0.08139534883720931,0.0,0.0,0.8219194598504943
85,0,0.0,1.0,0.0,0.0,0.22207179020422094,0.20930232558139536,0.02920465976571373,0.05660377358490566,0.8211960453339764
86,2,0.0,0.0,0.0,0.0,0.02927356504920644,0.05813953488372093,0.0,0.0,0.822884012539185
87,2,0.0,0.5,0.0,0.0,0.08124087452831978,0.2558139534883721,0.038939546354284975,0.1509433962264151,0.8220400289365807
88,2,0.0,0.25,0.0,0.0,0.029095322069894004,0.18604651162790697,0.0227147353733329,0.018867924528301886,0.8219194598504943
89,2,0.0,0.0,0.0,0.0,0.013273413353053834,0.046511627906976744,0.016224810980952072,0.018867924528301886,0.8204726308174584
90,2,0.0,0.0,0.0,0.0,0.08438098488727079,0.09302325581395349,0.04056202745238018,0.09433962264150944,0.8189052326983361
91,2,0.0,0.0,0.0,0.0,0.007584807630316476,0.046511627906976744,0.06489924392380829,0.07547169811320754,0.8207137689896311
92,0,0.0,0.75,0.0,0.0,0.139101579536189,0.29069767441860467,0.0,0.0,0.8216783216783217
93,2,0.0,0.0,0.0,0.0,0.01896201907579119,0.05813953488372093,0.04867443294285621,0.05660377358490566,0.8178201109235592
94,0,0.0,1.0,0.0,0.0,0.4204220945446271,0.45348837209302323,0.09572638478761722,0.3018867924528302,0.8169761273209549
95,2,0.0,0.0,0.0,0.0,0.010903160968579934,0.18604651162790697,0.0,0.0,0.8163732818905233
96,2,0.0,0.0,0.0,0.0,0.021085765212279804,0.26744186046511625,0.0,0.0,0.815529298287919
97,0,0.0,0.75,0.0,0.0,0.16780249160930655,0.18604651162790697,0.0,0.0,0.8145647455992283
98,2,0.0,0.0,0.0,0.0,0.005214555245842577,0.046511627906976744,0.0,0.0,0.8139619001687968
99,2,0.0,0.5,0.0,0.0,0.07654587860515388,0.1511627906976744,0.0,0.0,0.8160115746322643
100,0,0.10602798708288483,1.0,0.0,0.0,0.21693687543849668,0.16279069767441862,0.0,0.0,0.8136001929105378
101,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8136001929105378
102,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8134796238244514
103,2,0.0,0.0,0.0,0.0,0.014642471130325957,0.08139534883720931,0.0665217250219035,0.09433962264150944,0.8134796238244514
104,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8129973474801061
105,0,0.0,1.0,0.0,0.0,0.2317007034909077,0.20930232558139536,0.004867443294285622,0.03773584905660377,0.8148058837714011
106,2,0.10602798708288483,0.0,0.0,0.5,0.186051538767848,0.3023255813953488,0.07463413051237953,0.16981132075471697,0.8121533638775018
107,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8146853146853147
108,0,0.0,0.75,0.0,0.0,0.17572103077535697,0.16279069767441862,0.0016224810980952071,0.018867924528301886,0.8121533638775018
109,0,0.0,0.75,0.0,0.0,0.12483455638356372,0.3023255813953488,0.01784729207904728,0.05660377358490566,0.8120327947914154
110,2,0.0,0.5,0.0,0.0,0.06983711625613895,0.1744186046511628,0.0,0.0,0.9298287918977575
111,2,0.0,0.0,0.0,0.0,0.032425052619602934,0.12790697674418605,0.08274653600285557,0.1509433962264151,0.9298287918977575
112,0,0.0,1.0,0.0,0.0,0.25155014505944595,0.26744186046511625,0.15682902294188272,0.18867924528301888,0.9293465155534121
113,2,0.0,0.0,0.0,0.0,0.00764169368754385,0.1511627906976744,0.0,0.0,0.9289848082951532
114,2,0.0,0.0,0.0,0.0,0.020562413485787967,0.23255813953488372,0.02654379076483759,0.03773584905660377,0.9281408246925489
115,2,0.0,0.5,0.0,0.0,0.08821131274058061,0.29069767441860467,0.0,0.0,0.9278996865203761
116,2,0.0,0.25,0.0,0.0,0.02785899842615242,0.12790697674418605,0.0,0.0,0.9268145647455992
117,2,0.0,0.0,0.0,0.0,0.009481009537895595,0.03488372093023256,0.032449621961904145,0.03773584905660377,0.9303110682421027
118,2,0.0,0.5,0.0,0.0,0.09185960521076285,0.1744186046511628,0.0,0.0,0.9259705811429949
119,2,0.0,0.0,0.0,0.0,0.009955060014790375,0.08139534883720931,0.0,0.0,0.9259705811429949
120,2,0.0,0.0,0.0,0.0,0.003792403815158238,0.011627906976744186,0.0,0.0,0.9260911502290813
121,0,0.0,1.0,0.0,0.0,0.4802320951134877,0.5232558139534884,0.07301164941428433,0.18867924528301888,0.9242826139377863
122,0,0.0,0.75,0.0,0.0,0.1413277205756869,0.20930232558139536,0.03407210305999935,0.05660377358490566,0.923438630335182
123,2,0.0,0.5,0.0,0.0,0.09393025769383924,0.22093023255813954,0.0,0.0,0.9231974921630094
124,0,0.0,0.75,0.0,0.0,0.16222007319339363,0.1511627906976744,0.0,0.0,0.9225946467325777
125,0,0.044851094366702544,0.75,0.0,0.0,0.14285985171701082,0.20930232558139536,0.04867443294285621,0.05660377358490566,0.9225946467325777
126,0,0.0,1.0,0.0,0.0,0.7385820202135124,0.3023255813953488,0.07301164941428433,0.18867924528301888,0.9223535085604051
127,0,0.0,0.75,0.0,0.0,0.21354267402393007,0.47674418604651164,0.16873803420190156,0.2641509433962264,0.9215095249578008
128,2,0.0,0.25,0.0,0.0,0.03839050382084684,0.16279069767441862,0.0,0.0,0.8120327947914154
129,0,0.0,0.75,0.0,0.0,0.14206723931964277,0.2558139534883721,0.0,0.0,0.8114299493609839
130,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8111888111888111
131,2,0.0,0.0,0.0,0.0,0.004152682177598271,0.03488372093023256,0.010870623357237888,0.018867924528301886,0.8111888111888111
132,2,0.0,0.0,0.0,0.0,0.030339230521265904,0.046511627906976744,0.0,0.0,0.8131179165661925
133,2,0.0,0.0,0.0,0.0,0.041147581394466885,0.12790697674418605,0.060031800629522666,0.11320754716981132,0.8105859657583796
134,2,0.0,0.5,0.0,0.0,0.057473879818723095,0.1744186046511628,0.0,0.0,0.8149264528574873
135,2,0.15931108719052745,0.0,0.0,0.0,0.07270796594421373,0.3023255813953488,0.2327286887107765,0.4339622641509434,0.8103448275862069
136,0,0.0,0.75,0.0,0.0,0.11035515861728958,0.1744186046511628,0.0,0.0,0.8102242585001206
137,0,0.0,0.75,0.0,0.0,0.20309080910935395,0.2558139534883721,0.0227147353733329,0.05660377358490566,0.8097419821557753
138,2,0.0,0.0,0.0,0.0,0.03253123992642737,0.29069767441860467,0.0,0.0,0.8095008439836026
139,2,0.0,0.0,0.0,0.0,0.013273413353053834,0.16279069767441862,0.0,0.0,0.8093802748975163
140,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.808897998553171
141,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8086568603809983
142,2,0.0,0.0,0.0,0.0,0.0017065817168212072,0.023255813953488372,0.014602329882856865,0.03773584905660377,0.8084157222088256
143,0,0.0,0.75,0.0,0.0,0.13281377401065667,0.19767441860465115,0.0,0.0,0.8076923076923077
144,2,0.0,0.5,0.0,0.0,0.06392855111212242,0.19767441860465115,0.0,0.0,0.8072100313479624
145,2,0.0,0.0,0.0,0.0,0.02882226899520261,0.09302325581395349,0.05191939513904663,0.09433962264150944,0.808536291294912
146,2,0.0,0.0,0.0,0.0,0.0003792403815158238,0.011627906976744186,0.0,0.0,0.806727755003617
147,0,0.0,1.0,0.0,0.0,0.2207482412727307,0.19767441860465115,0.04867443294285621,0.03773584905660377,0.8062454786592718
148,2,0.0,0.5,0.0,0.0,0.07742192388645543,0.19767441860465115,0.0,0.0,0.8119122257053292
149,2,0.0,0.0,0.0,0.0,0.0007774427821074388,0.05813953488372093,0.0,0.0,0.8062454786592718
150,0,0.0,0.75,0.0,0.0,0.16080929897415477,0.2558139534883721,0.055748450530551316,0.07547169811320754,0.8055220641427538
151,0,0.0,1.0,0.0,0.0,0.8012742476818931,0.20930232558139536,0.07301164941428433,0.11320754716981132,0.9209066795273692
152,0,0.0,1.0,0.0,0.0,0.23060849119214213,0.23255813953488372,0.016224810980952072,0.018867924528301886,0.9209066795273692
153,2,0.0,0.0,0.0,0.0,0.017373001877239887,0.1744186046511628,0.0,0.0,0.9201832650108512
154,0,0.0,0.75,0.0,0.0,0.14280296565978345,0.16279069767441862,0.0,0.0,0.9198215577525922
155,0,0.0,0.75,0.0,0.0,0.1993818381781292,0.2441860465116279,0.016224810980952072,0.018867924528301886,0.9192187123221606
156,2,0.0,0.5,0.0,0.0,0.07556743842084306,0.13953488372093023,0.0,0.0,0.9189775741499879
157,2,0.0,0.5,0.0,0.0,0.04669586817604338,0.13953488372093023,0.0,0.0,0.9183747287195563
158,0,0.0,1.0,0.0,0.0,0.22698295314485087,0.2441860465116279,0.0,0.0,0.917530745116952
159,2,0.0,0.0,0.0,0.0,0.022223486356827277,0.13953488372093023,0.0,0.0,0.9176513142030384
160,2,0.0,0.5,0.0,0.0,0.0701594705804274,0.22093023255813954,0.0,0.0,0.9158427779117434
161,0,0.0,1.0,0.0,0.0,0.20980715626599922,0.19767441860465115,0.04867443294285621,0.018867924528301886,0.9158427779117434
162,2,0.0,0.0,0.0,0.0,0.07055388057720387,0.06976744186046512,0.11694843755070253,0.03773584905660377,0.9158427779117434
163,0,0.0,0.75,0.0,0.0,0.1149022507916643,0.22093023255813954,0.0,0.0,0.9149987943091391
164,2,0.0,0.5,0.0,0.0,0.058740542692985946,0.20930232558139536,0.0,0.0,0.9201832650108512
165,2,0.0,0.0,0.0,0.0,0.0006826326867284829,0.06976744186046512,0.0,0.0,0.9139136725343622
166,2,0.0,0.0,0.0,0.0,0.019982175702068755,0.20930232558139536,0.0,0.0,0.9141548107065348
167,0,0.0,1.0,0.0,0.0,0.2836718053738362,0.1744186046511628,0.0,0.0,0.9139136725343622
168,0,0.0,0.75,0.0,0.0,0.1691980962132848,0.18604651162790697,0.0,0.0,0.9133108271039305
169,0,0.0,0.75,0.0,0.0,0.1715304245596071,0.23255813953488372,0.0227147353733329,0.03773584905660377,0.9130696889317579
170,0,0.0,1.0,0.0,0.0,0.25536151089368,0.1511627906976744,0.0,0.0,0.9124668435013262
171,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9130696889317579
172,2,0.0,0.5,0.0,0.0,0.09003166657185657,0.06976744186046512,0.032449621961904145,0.03773584905660377,0.9116228598987219
173,2,0.0,0.0,0.0,0.0,0.059373874130117375,0.1511627906976744,0.10546127137618846,0.11320754716981132,0.9113817217265493
174,0,0.0,0.75,0.0,0.0,0.16042247378500862,0.2441860465116279,0.0,0.0,0.9146370870508802
175,0,0.0,0.75,0.0,0.0,0.16509471528528358,0.22093023255813954,0.02920465976571373,0.07547169811320754,0.9130696889317579
176,2,0.0,0.0,0.0,0.0,0.027900714868119156,0.22093023255813954,0.0064899243923808286,0.03773584905660377,0.9127079816734989
177,2,0.1565303193397919,0.25,0.0,0.0,0.027942431310085898,0.13953488372093023,0.0,0.0,0.9099348926935134
178,2,0.0,0.0,0.0,0.0,0.001896201907579119,0.011627906976744186,0.0,0.0,0.9093320472630817
179,2,0.0,0.0,0.0,0.0,0.0042664542920530174,0.08139534883720931,0.024337216471428107,0.07547169811320754,0.9130696889317579
180,2,0.0,0.0,0.0,0.0,0.04071145495572369,0.313953488372093,0.0,0.0,0.9088497709187364
181,2,0.0,0.5,0.0,0.0,0.06479701158579365,0.18604651162790697,0.04867443294285621,0.05660377358490566,0.9084880636604774
182,2,0.0,0.0,0.0,0.0,0.0001896201907579119,0.011627906976744186,0.0016224810980952071,0.018867924528301886,0.91234627441524
183,2,0.0,0.25,0.0,0.0,0.03360069780230199,0.16279069767441862,0.0,0.0,0.9080057873161321
184,2,0.0,0.5,0.0,0.0,0.08965242619034075,0.19767441860465115,0.0,0.0,0.9080057873161321
185,2,0.0,0.5,0.0,0.0,0.044348370214460434,0.1511627906976744,0.0,0.0,0.9076440800578731
186,0,0.0,0.75,0.0,0.0,0.21682310332404195,0.46511627906976744,0.1119511957685693,0.22641509433962265,0.9068000964552688
187,2,0.0,0.0,0.0,0.0,0.012325312399264274,0.09302325581395349,0.0,0.0,0.9065589582830962
188,0,0.0,1.0,0.0,0.0,0.2794205206970438,0.36046511627906974,0.0,0.0,0.9057149746804919
189,2,0.0,0.0,0.0,0.0,0.011202760869977435,0.1511627906976744,0.007528312295161761,0.018867924528301886,0.9051121292500602
190,0,0.0,1.0,0.0,0.0,0.9122399833134233,0.36046511627906974,0.016224810980952072,0.03773584905660377,0.9048709910778876
191,0,0.06575170434158593,0.75,0.0,0.0,0.1682803344900165,0.4418604651162791,0.1274621150663595,0.32075471698113206,0.9130696889317579
192,0,0.0,1.0,0.0,0.0,0.4088704325236551,0.27906976744186046,0.0,0.0,0.9040270074752833
193,2,0.21510584858270543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9037858693031107
194,2,0.0,0.0,0.0,0.0,0.0003792403815158238,0.011627906976744186,0.0,0.0,0.903183023872679
195,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.903183023872679
196,0,0.0,1.0,0.0,0.0,0.23458672279424314,0.3023255813953488,0.0,0.0,0.9025801784422474
197,2,0.0,0.5,0.0,0.0,0.07459658304416254,0.2441860465116279,0.0,0.0,0.9025801784422474
198,2,0.0,0.0,1.0,0.0,0.04322202628135844,0.18604651162790697,0.0,0.0,0.9023390402700747
199,0,0.0,0.75,0.0,0.0,0.13653032974951174,0.19767441860465115,0.004867443294285622,0.018867924528301886,0.9020979020979021
200,0,0.0,0.75,0.0,0.0,0.1021976980108842,0.16279069767441862,0.0,0.0,0.9017361948396431
201,2,0.0,0.25,0.0,0.0,0.05263098014676603,0.23255813953488372,0.0454294707466658,0.18867924528301888,0.9014950566674704
202,2,0.0,0.0,0.0,0.0,0.0018431082541669037,0.023255813953488372,0.0,0.0,0.9012539184952978
203,0,0.0,1.0,0.0,0.0,0.3022052828185145,0.20930232558139536,0.016224810980952072,0.018867924528301886,0.9008922112370388
204,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9006510730648661
205,2,0.0,0.0,0.0,0.0,0.008639095890930466,0.10465116279069768,0.0,0.0,0.8992042440318302
206,0,0.0,1.0,0.0,0.0,0.34950414320116807,0.3488372093023256,0.043125547587370604,0.07547169811320754,0.9061972510248373
207,2,0.11212773591675637,0.0,0.0,0.0,0.014009139693194532,0.13953488372093023,0.03731706525618977,0.05660377358490566,0.9000482276344345
208,2,0.0,0.5,0.0,0.0,0.0682974003071847,0.20930232558139536,0.0,0.0,0.9069206655413552
209,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9000482276344345
210,0,0.0,1.0,0.0,0.0,0.3777689288355424,0.3953488372093023,0.019469773177142487,0.07547169811320754,0.8995659512900892
211,2,0.0,0.0,0.0,0.0,0.011176214043271328,0.09302325581395349,0.0,0.0,0.8995659512900892
212,2,0.0,0.0,0.0,0.0,0.01771431822060413,0.16279069767441862,0.0,0.0,0.9037858693031107
213,2,0.0,0.5,0.0,0.0,0.07617801543508353,0.1744186046511628,0.0,0.0,0.9037858693031107
214,2,0.0,0.0,0.0,0.0,0.010239490300927244,0.011627906976744186,0.0876139792971412,0.018867924528301886,0.9037858693031107
215,0,0.0,0.75,0.0,0.0,0.10356296338434116,0.16279069767441862,0.0,0.0,0.8987219676874849
216,2,0.0,0.0,0.0,0.0,0.004300585926389442,0.10465116279069768,0.0,0.0,0.9037858693031107
217,2,0.0,0.0,0.0,0.0,0.026808502569353583,0.046511627906976744,0.0,0.0,0.897275138654449
218,2,0.0,0.5,0.0,0.0,0.09160930655896239,0.2558139534883721,0.0,0.0,0.8966722932240173
219,0,0.0,0.75,0.0,0.0,0.1740372034814267,0.1744186046511628,0.0,0.0,0.8964311550518447
220,0,0.24273412271259417,1.0,0.0,0.0,0.34379278305553973,0.37209302325581395,0.09897134698380763,0.1320754716981132,0.9000482276344345
221,0,0.0,1.0,0.0,0.0,0.2607429319073895,0.4069767441860465,0.01784729207904728,0.03773584905660377,0.9000482276344345
222,2,0.0,0.0,0.0,0.0,0.010429110491685155,0.11627906976744186,0.008112405490476036,0.018867924528301886,0.896190016879672
223,2,0.0,0.0,0.0,0.0,0.0028443028613686786,0.06976744186046512,0.0,0.0,0.9000482276344345
224,2,0.0,0.5,0.0,0.0,0.04114378899065173,0.16279069767441862,0.0,0.0,0.8938992042440318
225,2,0.0,0.25,0.0,0.0,0.021123689250431385,0.12790697674418605,0.0,0.0,0.9000482276344345
226,2,0.0,0.0,0.5,0.0,0.02445341980014032,0.12790697674418605,0.0,0.0,0.8938992042440318
227,0,0.0,0.75,0.0,0.0,0.13789938752678385,0.1744186046511628,0.008112405490476036,0.018867924528301886,0.9000482276344345
228,2,0.0,0.25,0.0,0.0,0.027168780931793618,0.1744186046511628,0.009734886588571244,0.03773584905660377,0.8938992042440318
229,0,0.0,1.0,0.0,0.0,0.22257238750782182,0.1744186046511628,0.0,0.0,0.8930552206414275
230,2,0.0,0.5,0.0,0.0,0.09096839031420066,0.1511627906976744,0.0,0.0,0.8937786351579455
231,0,0.0,1.0,0.0,0.0,0.21436183324800426,0.2558139534883721,0.0,0.0,0.8924523752109959
232,2,0.0,0.0,0.0,0.0,0.022902326639740598,0.1744186046511628,0.0,0.0,0.8924523752109959
233,2,0.0,0.25,0.0,0.0,0.033236627036046795,0.1511627906976744,0.0,0.0,0.8913672534362189
234,2,0.0,0.25,0.0,0.0,0.03434780135388816,0.1511627906976744,0.0,0.0,0.8916083916083916
235,2,0.0,0.25,0.0,0.0,0.0739101579536189,0.19767441860465115,0.008858746795599831,0.018867924528301886,0.8916083916083916
236,2,0.0,0.0,0.0,0.0,0.011851261922369493,0.13953488372093023,0.016224810980952072,0.018867924528301886,0.8905232698336146
